feature,importance
ProcedureCode_Cq392,0.0
ProcedureCode_Cq971,0.0
ProcedureCode_Cr075,0.0
ProcedureCode_Cs429,0.0
ProcedureCode_DC509,0.0
ProcedureCode_Cv878,0.0
ProcedureCode_Cx052,0.0
ProcedureCode_Cx863,0.0
ProcedureCode_Cy115,0.0
ProcedureCode_Cy462,0.0
ProcedureCode_DA294,0.0
ProcedureCode_DB793,0.0
ProcedureCode_DB902,0.0
ProcedureCode_Cs652,0.0
DiagnosisCode_xS020,0.0
DiagnosisCode_xO810,0.0
DiagnosisCode_xN414,0.0
DiagnosisCode_xM147,0.0
DiagnosisCode_xK727,0.0
DiagnosisCode_xI385,0.0
DiagnosisCode_xI139,0.0
DiagnosisCode_xI012,0.0
DiagnosisCode_xG154,0.0
DiagnosisCode_xD983,0.0
DiagnosisCode_xC274,0.0
DiagnosisCode_wz748,0.0
DiagnosisCode_wy464,0.0
DiagnosisCode_wy194,0.0
DiagnosisCode_ww138,0.0
DiagnosisCode_zv486,0.0
DiagnosisCode_wh492,0.0
DiagnosisCode_wh755,0.0
DiagnosisCode_wi331,0.0
DiagnosisCode_wk983,0.0
DiagnosisCode_wl725,0.0
DiagnosisCode_wn959,0.0
DiagnosisCode_wp012,0.0
DiagnosisCode_wt906,0.0
DiagnosisCode_wp725,0.0
DiagnosisCode_wq225,0.0
DiagnosisCode_wr098,0.0
DiagnosisCode_wr897,0.0
DiagnosisCode_ws019,0.0
DiagnosisCode_ws345,0.0
DiagnosisCode_ws832,0.0
DiagnosisCode_wt164,0.0
DiagnosisCode_wp077,0.0
DiagnosisCode_yE184,0.0
DiagnosisCode_yD584,0.0
DiagnosisCode_yD352,0.0
DiagnosisCode_yB417,0.0
DiagnosisCode_xy020,0.0
DiagnosisCode_xw531,0.0
DiagnosisCode_xw204,0.0
DiagnosisCode_xw203,0.0
DiagnosisCode_xv332,0.0
DiagnosisCode_xt941,0.0
DiagnosisCode_xq697,0.0
DiagnosisCode_xq485,0.0
DiagnosisCode_xo697,0.0
DiagnosisCode_xn396,0.0
DiagnosisCode_xl354,0.0
DiagnosisCode_xS638,0.0
DiagnosisCode_xT076,0.0
DiagnosisCode_xU422,0.0
DiagnosisCode_xU776,0.0
DiagnosisCode_xV258,0.0
DiagnosisCode_xV532,0.0
DiagnosisCode_xW750,0.0
DiagnosisCode_xW906,0.0
DiagnosisCode_xl108,0.0
DiagnosisCode_xZ717,0.0
DiagnosisCode_xb764,0.0
DiagnosisCode_xd657,0.0
DiagnosisCode_xf172,0.0
DiagnosisCode_xh298,0.0
DiagnosisCode_xh981,0.0
DiagnosisCode_xi639,0.0
DiagnosisCode_xk856,0.0
DiagnosisCode_xY374,0.0
DiagnosisCode_vz382,0.0
DiagnosisCode_vy109,0.0
DiagnosisCode_vx391,0.0
DiagnosisCode_vx329,0.0
DiagnosisCode_vw977,0.0
DiagnosisCode_vw637,0.0
DiagnosisCode_vw289,0.0
DiagnosisCode_vu970,0.0
DiagnosisCode_vu599,0.0
DiagnosisCode_vr993,0.0
DiagnosisCode_vq988,0.0
DiagnosisCode_vq560,0.0
DiagnosisCode_vp252,0.0
DiagnosisCode_vm659,0.0
DiagnosisCode_vl175,0.0
DiagnosisCode_wh400,0.0
DiagnosisCode_vU584,0.0
DiagnosisCode_vU934,0.0
DiagnosisCode_vV013,0.0
DiagnosisCode_vX208,0.0
DiagnosisCode_vX570,0.0
DiagnosisCode_vX710,0.0
DiagnosisCode_vY398,0.0
DiagnosisCode_vj985,0.0
DiagnosisCode_vZ450,0.0
DiagnosisCode_vZ581,0.0
DiagnosisCode_vd882,0.0
DiagnosisCode_ve113,0.0
DiagnosisCode_ve727,0.0
DiagnosisCode_vf909,0.0
DiagnosisCode_vg636,0.0
DiagnosisCode_vh541,0.0
DiagnosisCode_vY684,0.0
DiagnosisCode_wV154,0.0
DiagnosisCode_wV243,0.0
DiagnosisCode_wV322,0.0
DiagnosisCode_wV422,0.0
DiagnosisCode_wV470,0.0
DiagnosisCode_wV674,0.0
DiagnosisCode_wX299,0.0
DiagnosisCode_wA197,0.0
DiagnosisCode_wZ155,0.0
DiagnosisCode_wZ706,0.0
DiagnosisCode_wa327,0.0
DiagnosisCode_wa358,0.0
DiagnosisCode_wa712,0.0
DiagnosisCode_wb680,0.0
DiagnosisCode_we479,0.0
DiagnosisCode_wf302,0.0
DiagnosisCode_wZ004,0.0
DiagnosisCode_wD337,0.0
DiagnosisCode_wE919,0.0
DiagnosisCode_wG274,0.0
DiagnosisCode_wI731,0.0
DiagnosisCode_wK913,0.0
DiagnosisCode_wL667,0.0
DiagnosisCode_wM013,0.0
DiagnosisCode_wU583,0.0
DiagnosisCode_wN573,0.0
DiagnosisCode_wN884,0.0
DiagnosisCode_wO325,0.0
DiagnosisCode_wO459,0.0
DiagnosisCode_wO952,0.0
DiagnosisCode_wQ837,0.0
DiagnosisCode_wR237,0.0
DiagnosisCode_wR260,0.0
DiagnosisCode_wM121,0.0
DiagnosisCode_zV755,0.0
DiagnosisCode_zU745,0.0
DiagnosisCode_zU468,0.0
DiagnosisCode_zU377,0.0
DiagnosisCode_zU084,0.0
DiagnosisCode_zT811,0.0
DiagnosisCode_zS656,0.0
DiagnosisCode_zR766,0.0
DiagnosisCode_zQ825,0.0
DiagnosisCode_zP763,0.0
DiagnosisCode_zP503,0.0
DiagnosisCode_zO642,0.0
DiagnosisCode_zO562,0.0
DiagnosisCode_zO361,0.0
DiagnosisCode_zN618,0.0
DiagnosisCode_yE475,0.0
DiagnosisCode_zC702,0.0
DiagnosisCode_zD469,0.0
DiagnosisCode_zE536,0.0
DiagnosisCode_zF453,0.0
DiagnosisCode_zF485,0.0
DiagnosisCode_zF868,0.0
DiagnosisCode_zI431,0.0
DiagnosisCode_zN599,0.0
DiagnosisCode_zJ447,0.0
DiagnosisCode_zJ473,0.0
DiagnosisCode_zK007,0.0
DiagnosisCode_zK160,0.0
DiagnosisCode_zK905,0.0
DiagnosisCode_zL638,0.0
DiagnosisCode_zM638,0.0
DiagnosisCode_zM886,0.0
DiagnosisCode_zJ181,0.0
DiagnosisCode_zw798,0.0
ProcedureCode_El925,0.0
DiagnosisCode_zv477,0.0
DiagnosisCode_zu588,0.0
DiagnosisCode_zt955,0.0
DiagnosisCode_zr535,0.0
DiagnosisCode_zp790,0.0
DiagnosisCode_zp421,0.0
DiagnosisCode_zp279,0.0
DiagnosisCode_zp026,0.0
DiagnosisCode_zo546,0.0
DiagnosisCode_zn033,0.0
DiagnosisCode_zl293,0.0
DiagnosisCode_zl253,0.0
DiagnosisCode_zi747,0.0
DiagnosisCode_zW069,0.0
DiagnosisCode_zW169,0.0
DiagnosisCode_zW496,0.0
DiagnosisCode_zX735,0.0
DiagnosisCode_zY122,0.0
DiagnosisCode_zY400,0.0
DiagnosisCode_za711,0.0
DiagnosisCode_zb535,0.0
DiagnosisCode_zh488,0.0
DiagnosisCode_zc005,0.0
DiagnosisCode_zc762,0.0
DiagnosisCode_zd068,0.0
DiagnosisCode_zd546,0.0
DiagnosisCode_zd655,0.0
DiagnosisCode_zf797,0.0
DiagnosisCode_zg712,0.0
DiagnosisCode_zg819,0.0
DiagnosisCode_zb765,0.0
DiagnosisCode_yW996,0.0
DiagnosisCode_yW807,0.0
DiagnosisCode_yW537,0.0
DiagnosisCode_yT627,0.0
DiagnosisCode_yT010,0.0
DiagnosisCode_yS711,0.0
DiagnosisCode_yS561,0.0
DiagnosisCode_yR990,0.0
DiagnosisCode_yR651,0.0
DiagnosisCode_yR460,0.0
DiagnosisCode_yQ721,0.0
DiagnosisCode_yQ509,0.0
DiagnosisCode_yQ268,0.0
DiagnosisCode_yP317,0.0
DiagnosisCode_yN729,0.0
DiagnosisCode_yz407,0.0
DiagnosisCode_yF241,0.0
DiagnosisCode_yF951,0.0
DiagnosisCode_yG100,0.0
DiagnosisCode_yG235,0.0
DiagnosisCode_yI454,0.0
DiagnosisCode_yJ215,0.0
DiagnosisCode_yJ358,0.0
DiagnosisCode_yM644,0.0
DiagnosisCode_yK132,0.0
DiagnosisCode_yK315,0.0
DiagnosisCode_yL065,0.0
DiagnosisCode_yL236,0.0
DiagnosisCode_yL843,0.0
DiagnosisCode_yM027,0.0
DiagnosisCode_yM255,0.0
DiagnosisCode_yM536,0.0
DiagnosisCode_yJ921,0.0
DiagnosisCode_yo359,0.0
DiagnosisCode_yo372,0.0
DiagnosisCode_yp187,0.0
DiagnosisCode_yp373,0.0
DiagnosisCode_yp776,0.0
DiagnosisCode_yq123,0.0
DiagnosisCode_ys076,0.0
DiagnosisCode_yX342,0.0
DiagnosisCode_yw948,0.0
DiagnosisCode_yw967,0.0
DiagnosisCode_yx545,0.0
DiagnosisCode_yx827,0.0
DiagnosisCode_yy006,0.0
DiagnosisCode_yy289,0.0
DiagnosisCode_yy498,0.0
DiagnosisCode_yy664,0.0
DiagnosisCode_yv766,0.0
DiagnosisCode_yX560,0.0
DiagnosisCode_yX721,0.0
DiagnosisCode_yY660,0.0
DiagnosisCode_yZ586,0.0
DiagnosisCode_yc167,0.0
DiagnosisCode_yc330,0.0
DiagnosisCode_yf060,0.0
DiagnosisCode_ym142,0.0
DiagnosisCode_yf609,0.0
DiagnosisCode_yg663,0.0
DiagnosisCode_yg764,0.0
DiagnosisCode_yi767,0.0
DiagnosisCode_yl060,0.0
DiagnosisCode_yl125,0.0
DiagnosisCode_yl561,0.0
DiagnosisCode_yl726,0.0
DiagnosisCode_yf440,0.0
ProcedureCode_Ku861,0.0
ProcedureCode_Ku326,0.0
ProcedureCode_Ku182,0.0
ProcedureCode_Ks974,0.0
ProcedureCode_Kp858,0.0
ProcedureCode_Kp459,0.0
ProcedureCode_Ko715,0.0
ProcedureCode_Kn196,0.0
ProcedureCode_Kl808,0.0
ProcedureCode_Kj976,0.0
ProcedureCode_Kj451,0.0
ProcedureCode_Kj350,0.0
ProcedureCode_Kh790,0.0
ProcedureCode_Kh729,0.0
ProcedureCode_Kf659,0.0
ProcedureCode_En151,0.0
ProcedureCode_KN650,0.0
ProcedureCode_KO123,0.0
ProcedureCode_KO805,0.0
ProcedureCode_KP280,0.0
ProcedureCode_KS460,0.0
ProcedureCode_KS568,0.0
ProcedureCode_KT186,0.0
ProcedureCode_Kc390,0.0
ProcedureCode_KU020,0.0
ProcedureCode_KW812,0.0
ProcedureCode_KX428,0.0
ProcedureCode_KX542,0.0
ProcedureCode_KX814,0.0
ProcedureCode_KX963,0.0
ProcedureCode_KY470,0.0
ProcedureCode_Ka484,0.0
ProcedureCode_KT813,0.0
ProcedureCode_LV239,0.0
ProcedureCode_LT158,0.0
ProcedureCode_LR523,0.0
ProcedureCode_LP805,0.0
ProcedureCode_LO294,0.0
ProcedureCode_LO197,0.0
ProcedureCode_LN970,0.0
ProcedureCode_LN407,0.0
ProcedureCode_LN087,0.0
ProcedureCode_LN019,0.0
ProcedureCode_LM397,0.0
ProcedureCode_LM385,0.0
ProcedureCode_LL418,0.0
ProcedureCode_LJ847,0.0
ProcedureCode_LI627,0.0
ProcedureCode_Kv576,0.0
ProcedureCode_Kw455,0.0
ProcedureCode_Kx062,0.0
ProcedureCode_Kx818,0.0
ProcedureCode_Ky155,0.0
ProcedureCode_Kz700,0.0
ProcedureCode_LA411,0.0
ProcedureCode_LB642,0.0
ProcedureCode_LI331,0.0
ProcedureCode_LC286,0.0
ProcedureCode_LC544,0.0
ProcedureCode_LC641,0.0
ProcedureCode_LE460,0.0
ProcedureCode_LE845,0.0
ProcedureCode_LG494,0.0
ProcedureCode_LG570,0.0
ProcedureCode_LG730,0.0
ProcedureCode_LB992,0.0
ProcedureCode_Ja842,0.0
ProcedureCode_Ja789,0.0
ProcedureCode_Ja343,0.0
ProcedureCode_JX533,0.0
ProcedureCode_JW378,0.0
ProcedureCode_JU779,0.0
ProcedureCode_JU524,0.0
ProcedureCode_JT945,0.0
ProcedureCode_JT556,0.0
ProcedureCode_JT426,0.0
ProcedureCode_JR399,0.0
ProcedureCode_JP794,0.0
ProcedureCode_JP597,0.0
ProcedureCode_JP260,0.0
ProcedureCode_JP257,0.0
ProcedureCode_KN213,0.0
ProcedureCode_JA723,0.0
ProcedureCode_JB215,0.0
ProcedureCode_JC661,0.0
ProcedureCode_JD188,0.0
ProcedureCode_JE234,0.0
ProcedureCode_JE643,0.0
ProcedureCode_JE941,0.0
ProcedureCode_JO293,0.0
ProcedureCode_JI063,0.0
ProcedureCode_JI263,0.0
ProcedureCode_JK323,0.0
ProcedureCode_JK643,0.0
ProcedureCode_JL365,0.0
ProcedureCode_JN356,0.0
ProcedureCode_JN966,0.0
ProcedureCode_JO086,0.0
ProcedureCode_JG519,0.0
ProcedureCode_Ju683,0.0
ProcedureCode_Ju933,0.0
ProcedureCode_Jv409,0.0
ProcedureCode_Jw714,0.0
ProcedureCode_Jx276,0.0
ProcedureCode_Jy082,0.0
ProcedureCode_KD279,0.0
ProcedureCode_Jc510,0.0
ProcedureCode_KF975,0.0
ProcedureCode_KH576,0.0
ProcedureCode_KI969,0.0
ProcedureCode_KJ061,0.0
ProcedureCode_KJ869,0.0
ProcedureCode_KL313,0.0
ProcedureCode_KL859,0.0
ProcedureCode_KM755,0.0
ProcedureCode_KD928,0.0
ProcedureCode_Jd061,0.0
ProcedureCode_Jd743,0.0
ProcedureCode_Jf473,0.0
ProcedureCode_Jf800,0.0
ProcedureCode_Jh289,0.0
ProcedureCode_Ji080,0.0
ProcedureCode_Ji359,0.0
ProcedureCode_Jt589,0.0
ProcedureCode_Ji917,0.0
ProcedureCode_Jj845,0.0
ProcedureCode_Jj861,0.0
ProcedureCode_Jl368,0.0
ProcedureCode_Jo712,0.0
ProcedureCode_Jq618,0.0
ProcedureCode_Jr460,0.0
ProcedureCode_Js768,0.0
ProcedureCode_Ji760,0.0
ProcedureCode_Mu193,0.0
ProcedureCode_Mt913,0.0
ProcedureCode_Mt610,0.0
ProcedureCode_Mt453,0.0
ProcedureCode_Mq767,0.0
ProcedureCode_Mq266,0.0
ProcedureCode_Mo808,0.0
ProcedureCode_Mo765,0.0
ProcedureCode_Mo498,0.0
ProcedureCode_Mn547,0.0
ProcedureCode_Mm763,0.0
ProcedureCode_Ml277,0.0
ProcedureCode_Mk581,0.0
ProcedureCode_Mk113,0.0
ProcedureCode_Mi804,0.0
ProcedureCode_LW126,0.0
ProcedureCode_MW164,0.0
ProcedureCode_MW369,0.0
ProcedureCode_MW553,0.0
ProcedureCode_MW797,0.0
ProcedureCode_MX096,0.0
ProcedureCode_MY762,0.0
ProcedureCode_MZ136,0.0
ProcedureCode_Mi788,0.0
ProcedureCode_Ma535,0.0
ProcedureCode_Ma918,0.0
ProcedureCode_Mb097,0.0
ProcedureCode_Mc479,0.0
ProcedureCode_Mf835,0.0
ProcedureCode_Mh382,0.0
ProcedureCode_Mh695,0.0
ProcedureCode_Mi236,0.0
ProcedureCode_MZ379,0.0
ProcedureCode_NR774,0.0
ProcedureCode_NR188,0.0
ProcedureCode_NQ913,0.0
ProcedureCode_NQ703,0.0
ProcedureCode_NQ118,0.0
ProcedureCode_NO051,0.0
ProcedureCode_NN924,0.0
ProcedureCode_NM639,0.0
ProcedureCode_NL932,0.0
ProcedureCode_NK961,0.0
ProcedureCode_NK595,0.0
ProcedureCode_NK359,0.0
ProcedureCode_NK104,0.0
ProcedureCode_NJ497,0.0
ProcedureCode_NI176,0.0
ProcedureCode_Mu950,0.0
ProcedureCode_Mv417,0.0
ProcedureCode_Mw387,0.0
ProcedureCode_Mx391,0.0
ProcedureCode_Mx499,0.0
ProcedureCode_Mx742,0.0
ProcedureCode_My659,0.0
ProcedureCode_NC045,0.0
ProcedureCode_NH994,0.0
ProcedureCode_ND610,0.0
ProcedureCode_ND924,0.0
ProcedureCode_NE284,0.0
ProcedureCode_NF130,0.0
ProcedureCode_NF426,0.0
ProcedureCode_NF658,0.0
ProcedureCode_NG320,0.0
ProcedureCode_NG713,0.0
ProcedureCode_ND425,0.0
ProcedureCode_Lx014,0.0
ProcedureCode_Lw413,0.0
ProcedureCode_Lw157,0.0
ProcedureCode_Lu451,0.0
ProcedureCode_Lt310,0.0
ProcedureCode_Lt098,0.0
ProcedureCode_Ls642,0.0
ProcedureCode_Lr053,0.0
ProcedureCode_Lq265,0.0
ProcedureCode_Lp966,0.0
ProcedureCode_Lo435,0.0
ProcedureCode_Ln859,0.0
ProcedureCode_Ln633,0.0
ProcedureCode_Ln407,0.0
ProcedureCode_Ln365,0.0
ProcedureCode_MV687,0.0
ProcedureCode_LW964,0.0
ProcedureCode_LX714,0.0
ProcedureCode_LY638,0.0
ProcedureCode_La171,0.0
ProcedureCode_La324,0.0
ProcedureCode_Lb551,0.0
ProcedureCode_Lc808,0.0
ProcedureCode_Lk477,0.0
ProcedureCode_Ld746,0.0
ProcedureCode_Le048,0.0
ProcedureCode_Le303,0.0
ProcedureCode_Le533,0.0
ProcedureCode_Le968,0.0
ProcedureCode_Lg370,0.0
ProcedureCode_Lg880,0.0
ProcedureCode_Lj369,0.0
ProcedureCode_Ld256,0.0
ProcedureCode_MK706,0.0
ProcedureCode_MK710,0.0
ProcedureCode_ML566,0.0
ProcedureCode_ML644,0.0
ProcedureCode_MM535,0.0
ProcedureCode_MN400,0.0
ProcedureCode_MQ554,0.0
ProcedureCode_Lx528,0.0
ProcedureCode_MR242,0.0
ProcedureCode_MR506,0.0
ProcedureCode_MS642,0.0
ProcedureCode_MT561,0.0
ProcedureCode_MT604,0.0
ProcedureCode_MU573,0.0
ProcedureCode_MU850,0.0
ProcedureCode_MU938,0.0
ProcedureCode_MQ712,0.0
ProcedureCode_Ly228,0.0
ProcedureCode_Ly504,0.0
ProcedureCode_Lz715,0.0
ProcedureCode_MA012,0.0
ProcedureCode_MB064,0.0
ProcedureCode_MB243,0.0
ProcedureCode_MB623,0.0
ProcedureCode_MK095,0.0
ProcedureCode_MC564,0.0
ProcedureCode_MC853,0.0
ProcedureCode_MC930,0.0
ProcedureCode_MD827,0.0
ProcedureCode_MF331,0.0
ProcedureCode_MF660,0.0
ProcedureCode_MH379,0.0
ProcedureCode_MJ543,0.0
ProcedureCode_MB797,0.0
ProcedureCode_GT770,0.0
ProcedureCode_GR026,0.0
ProcedureCode_GQ798,0.0
ProcedureCode_GP377,0.0
ProcedureCode_GP212,0.0
ProcedureCode_GO892,0.0
ProcedureCode_GM122,0.0
ProcedureCode_GM120,0.0
ProcedureCode_GK466,0.0
ProcedureCode_GK035,0.0
ProcedureCode_GI876,0.0
ProcedureCode_GH789,0.0
ProcedureCode_GH672,0.0
ProcedureCode_GG552,0.0
ProcedureCode_GG189,0.0
ProcedureCode_Iz791,0.0
ProcedureCode_Fo723,0.0
ProcedureCode_Fp728,0.0
ProcedureCode_Fs258,0.0
ProcedureCode_Ft293,0.0
ProcedureCode_Ft322,0.0
ProcedureCode_Fu863,0.0
ProcedureCode_Fv261,0.0
ProcedureCode_GD640,0.0
ProcedureCode_Fx709,0.0
ProcedureCode_Fy425,0.0
ProcedureCode_Fy455,0.0
ProcedureCode_Fz853,0.0
ProcedureCode_Fz882,0.0
ProcedureCode_GA556,0.0
ProcedureCode_GB604,0.0
ProcedureCode_GC202,0.0
ProcedureCode_Fx348,0.0
ProcedureCode_Gp929,0.0
ProcedureCode_Gp217,0.0
ProcedureCode_Go024,0.0
ProcedureCode_Gn920,0.0
ProcedureCode_Gl101,0.0
ProcedureCode_Gj577,0.0
ProcedureCode_Gj032,0.0
